Variable,VariableDescription,Country,Year,PercentageValue
OTHERTR,Unspecified (other) treatment ,Estonia,2013,0
OTHERTR,Unspecified (other) treatment ,Estonia,2014,0
OTHERTR,Unspecified (other) treatment ,Estonia,2015,0.0011
OTHERTR,Unspecified (other) treatment ,Estonia,2016,0
OTHERTR,Unspecified (other) treatment ,Estonia,2017,0
OTHERTR,Unspecified (other) treatment ,Estonia,2018,0
OTHERTR,Unspecified (other) treatment ,Estonia,2019,0
NOPUBSEWIND,Not connected to public sewerage or independent treatment,Estonia,1990,23
NOPUBSEWIND,Not connected to public sewerage or independent treatment,Estonia,2000,30
NOPUBSEWIND,Not connected to public sewerage or independent treatment,Estonia,2005,26
NOPUBSEWIND,Not connected to public sewerage or independent treatment,Estonia,2010,18.4
NOPUBSEWIND,Not connected to public sewerage or independent treatment,Estonia,2011,18.33
NOPUBSEWIND,Not connected to public sewerage or independent treatment,Estonia,2012,17.3
NOPUBSEWIND,Not connected to public sewerage or independent treatment,Estonia,2013,17.76
NOPUBSEWIND,Not connected to public sewerage or independent treatment,Estonia,2014,17.62
NOPUBSEWIND,Not connected to public sewerage or independent treatment,Estonia,2015,17.4
NOPUBSEWIND,Not connected to public sewerage or independent treatment,Estonia,2016,12.2
NOPUBSEWIND,Not connected to public sewerage or independent treatment,Estonia,2017,17.1
OTHERTR,Unspecified (other) treatment ,Israel,1980,1.9
OTHERTR,Unspecified (other) treatment ,Israel,1990,2
OTHERTR,Unspecified (other) treatment ,Israel,2000,2
OTHERTR,Unspecified (other) treatment ,Israel,2005,2
OTHERTR,Unspecified (other) treatment ,Israel,2010,1.7
OTHERTR,Unspecified (other) treatment ,Israel,2011,1.6
OTHERTR,Unspecified (other) treatment ,Israel,2012,1.6
OTHERTR,Unspecified (other) treatment ,Israel,2013,1.6
OTHERTR,Unspecified (other) treatment ,Israel,2014,1.5
OTHERTR,Unspecified (other) treatment ,Israel,2015,1.5
OTHERTR,Unspecified (other) treatment ,Israel,2016,1.5
OTHERTR,Unspecified (other) treatment ,Israel,2017,1.4
OTHERTR,Unspecified (other) treatment ,Israel,2018,1.5
OTHERTR,Unspecified (other) treatment ,Israel,2019,1.4
NOPUBSEWIND,Not connected to public sewerage or independent treatment,Israel,1980,19.5
NOPUBSEWIND,Not connected to public sewerage or independent treatment,Israel,1990,11.5
NOPUBSEWIND,Not connected to public sewerage or independent treatment,Israel,2000,5.7
NOPUBSEWIND,Not connected to public sewerage or independent treatment,Israel,2005,3
NOPUBSEWIND,Not connected to public sewerage or independent treatment,Israel,2010,1.9
NOPUBSEWIND,Not connected to public sewerage or independent treatment,Israel,2011,1.8
NOPUBSEWIND,Not connected to public sewerage or independent treatment,Israel,2012,1.5
NOPUBSEWIND,Not connected to public sewerage or independent treatment,Israel,2013,1.2
NOPUBSEWIND,Not connected to public sewerage or independent treatment,Israel,2014,0.1
NOPUBSEWIND,Not connected to public sewerage or independent treatment,Israel,2015,1
NOPUBSEWIND,Not connected to public sewerage or independent treatment,Israel,2016,0.9
NOPUBSEWIND,Not connected to public sewerage or independent treatment,Israel,2017,1
NOPUBSEWIND,Not connected to public sewerage or independent treatment,Israel,2018,1
OTHERTR,Unspecified (other) treatment ,Slovenia,2000,13.9
OTHERTR,Unspecified (other) treatment ,Slovenia,2005,12.8
OTHERTR,Unspecified (other) treatment ,Slovenia,2010,0
OTHERTR,Unspecified (other) treatment ,Slovenia,2011,0
OTHERTR,Unspecified (other) treatment ,Slovenia,2012,0
OTHERTR,Unspecified (other) treatment ,Slovenia,2013,0
OTHERTR,Unspecified (other) treatment ,Slovenia,2014,0
OTHERTR,Unspecified (other) treatment ,Slovenia,2015,0
OTHERTR,Unspecified (other) treatment ,Slovenia,2016,0
OTHERTR,Unspecified (other) treatment ,Slovenia,2017,0
OTHERTR,Unspecified (other) treatment ,Slovenia,2018,0
OTHERTR,Unspecified (other) treatment ,Slovenia,2019,0
NOPUBSEWIND,Not connected to public sewerage or independent treatment,Slovenia,2000,37.4
NOPUBSEWIND,Not connected to public sewerage or independent treatment,Slovenia,2005,37.4
NOPUBSEWIND,Not connected to public sewerage or independent treatment,Slovenia,2010,37.42
NOPUBSEWIND,Not connected to public sewerage or independent treatment,Slovenia,2011,37.42
NOPUBSEWIND,Not connected to public sewerage or independent treatment,Slovenia,2012,37.3
NOPUBSEWIND,Not connected to public sewerage or independent treatment,Slovenia,2013,37.4
NOPUBSEWIND,Not connected to public sewerage or independent treatment,Slovenia,2014,37.42
NOPUBSEWIND,Not connected to public sewerage or independent treatment,Slovenia,2015,37.42
NOPUBSEWIND,Not connected to public sewerage or independent treatment,Slovenia,2016,32.9
NOPUBSEWIND,Not connected to public sewerage or independent treatment,Slovenia,2017,29.2
NOPUBSEWIND,Not connected to public sewerage or independent treatment,Slovenia,2018,28.2576
OTHERTR,Unspecified (other) treatment ,England and Wales,2005,0
NOPUBSEWIND,Not connected to public sewerage or independent treatment,England and Wales,1980,5
NOPUBSEWIND,Not connected to public sewerage or independent treatment,England and Wales,1990,5
NOPUBSEWIND,Not connected to public sewerage or independent treatment,England and Wales,2000,3.4
NOPUBSEWIND,Not connected to public sewerage or independent treatment,England and Wales,2005,0.65
NOPUBSEWIND,Not connected to public sewerage or independent treatment,England and Wales,2010,0
NOPUBSEWIND,Not connected to public sewerage or independent treatment,Poland,1990,28
NOPUBSEWIND,Not connected to public sewerage or independent treatment,Poland,2000,46.4
NOPUBSEWIND,Not connected to public sewerage or independent treatment,Poland,2005,39.8
NOPUBSEWIND,Not connected to public sewerage or independent treatment,Poland,2010,35.3
NOPUBSEWIND,Not connected to public sewerage or independent treatment,Poland,2011,34.3
NOPUBSEWIND,Not connected to public sewerage or independent treatment,Poland,2012,31.3
NOPUBSEWIND,Not connected to public sewerage or independent treatment,Poland,2013,29.7
NOPUBSEWIND,Not connected to public sewerage or independent treatment,Poland,2014,28.5
NOPUBSEWIND,Not connected to public sewerage or independent treatment,Poland,2015,27.4
NOPUBSEWIND,Not connected to public sewerage or independent treatment,Poland,2016,26.4
NOPUBSEWIND,Not connected to public sewerage or independent treatment,Poland,2017,26.4
NOPUBSEWIND,Not connected to public sewerage or independent treatment,Poland,2018,25.9
NOPUBSEWIND,Not connected to public sewerage or independent treatment,United States,2000,24.6
NOPUBSEWIND,Not connected to public sewerage or independent treatment,United States,2012,24.6
NOPUBSEWIND,Not connected to public sewerage or independent treatment,Chile,2000,6.7
NOPUBSEWIND,Not connected to public sewerage or independent treatment,Chile,2005,5.02
NOPUBSEWIND,Not connected to public sewerage or independent treatment,Chile,2010,4.1
NOPUBSEWIND,Not connected to public sewerage or independent treatment,Chile,2011,3.86
NOPUBSEWIND,Not connected to public sewerage or independent treatment,Chile,2012,0
NOPUBSEWIND,Not connected to public sewerage or independent treatment,Chile,2013,0.07
NOPUBSEWIND,Not connected to public sewerage or independent treatment,Chile,2014,0.07
NOPUBSEWIND,Not connected to public sewerage or independent treatment,Chile,2015,0.15
NOPUBSEWIND,Not connected to public sewerage or independent treatment,Chile,2016,0.07
NOPUBSEWIND,Not connected to public sewerage or independent treatment,Chile,2017,0.03
NOPUBSEWIND,Not connected to public sewerage or independent treatment,Australia,2010,7.21
NOPUBSEWIND,Not connected to public sewerage or independent treatment,Australia,2011,6.16
NOPUBSEWIND,Not connected to public sewerage or independent treatment,Australia,2012,5.9
NOPUBSEWIND,Not connected to public sewerage or independent treatment,Australia,2013,5.92
NOPUBSEWIND,Not connected to public sewerage or independent treatment,Australia,2014,7.43
NOPUBSEWIND,Not connected to public sewerage or independent treatment,Australia,2015,7.62
NOPUBSEWIND,Not connected to public sewerage or independent treatment,Australia,2016,7.52
NOPUBSEWIND,Not connected to public sewerage or independent treatment,Australia,2017,7.31
NOPUBSEWIND,Not connected to public sewerage or independent treatment,Australia,2018,7.36
PUBMECTR,Primary treatment,Latvia,2000,9.83
PUBMECTR,Primary treatment,Latvia,2005,1.44
PUBMECTR,Primary treatment,Latvia,2010,4.71
PUBMECTR,Primary treatment,Latvia,2011,4.15
PUBMECTR,Primary treatment,Latvia,2012,4.75
PUBMECTR,Primary treatment,Latvia,2013,4.1
PUBMECTR,Primary treatment,Latvia,2014,1.83
PUBMECTR,Primary treatment,Latvia,2015,1.57
PUBMECTR,Primary treatment,Latvia,2016,0.83
PUBMECTR,Primary treatment,Latvia,2017,0.81
PUBMECTR,Primary treatment,Latvia,2018,0.58
PUBMECTR,Primary treatment,Latvia,2019,0.96
PUBBIOTR,Secondary treatment,Latvia,2000,51.65
PUBBIOTR,Secondary treatment,Latvia,2005,53.98
PUBBIOTR,Secondary treatment,Latvia,2010,42.65
PUBBIOTR,Secondary treatment,Latvia,2011,49.78
PUBBIOTR,Secondary treatment,Latvia,2012,49.96
PUBBIOTR,Secondary treatment,Latvia,2013,51.72
PUBBIOTR,Secondary treatment,Latvia,2014,14.86
PUBBIOTR,Secondary treatment,Latvia,2015,16.38
PUBBIOTR,Secondary treatment,Latvia,2016,17.58
PUBBIOTR,Secondary treatment,Latvia,2017,16.71
PUBBIOTR,Secondary treatment,Latvia,2018,16.65
PUBBIOTR,Secondary treatment,Latvia,2019,17.32
PUBADVTR,Tertiary treatment,Latvia,2000,0.77
PUBADVTR,Tertiary treatment,Latvia,2005,8.36
PUBADVTR,Tertiary treatment,Latvia,2010,16.12
PUBADVTR,Tertiary treatment,Latvia,2011,17.43
PUBADVTR,Tertiary treatment,Latvia,2012,17.51
PUBADVTR,Tertiary treatment,Latvia,2013,17.23
PUBADVTR,Tertiary treatment,Latvia,2014,56.24
PUBADVTR,Tertiary treatment,Latvia,2015,56.81
PUBADVTR,Tertiary treatment,Latvia,2016,56.34
PUBADVTR,Tertiary treatment,Latvia,2017,60.17
PUBADVTR,Tertiary treatment,Latvia,2018,58.49
PUBADVTR,Tertiary treatment,Latvia,2019,62.54
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Latvia,2000,65.69
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Latvia,2005,64.54
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Latvia,2010,65.22
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Latvia,2011,71.41
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Latvia,2012,72.58
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Latvia,2013,73.34
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Latvia,2014,73.12
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Latvia,2015,74.81
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Latvia,2016,75.01
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Latvia,2017,77.75
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Latvia,2018,75.78
PUBTOTTR,Public total treatment (connected to a wastewater treatment plant = PUBMECTR + PUBBIOTR + PUBADVTR + OTHERTR),Latvia,2019,80.91
OTHERTR,Unspecified (other) treatment ,Latvia,2000,3.44
OTHERTR,Unspecified (other) treatment ,Latvia,2005,0.77
OTHERTR,Unspecified (other) treatment ,Latvia,2010,1.75
OTHERTR,Unspecified (other) treatment ,Latvia,2011,0.04
OTHERTR,Unspecified (other) treatment ,Latvia,2012,0.36
OTHERTR,Unspecified (other) treatment ,Latvia,2013,0.3
OTHERTR,Unspecified (other) treatment ,Latvia,2014,0.2
OTHERTR,Unspecified (other) treatment ,Latvia,2015,0.06
OTHERTR,Unspecified (other) treatment ,Latvia,2016,0.26
OTHERTR,Unspecified (other) treatment ,Latvia,2017,0.06
OTHERTR,Unspecified (other) treatment ,Latvia,2018,0.06
OTHERTR,Unspecified (other) treatment ,Latvia,2019,0.09
INDEPDTR,Population connected to independent treatment,Latvia,2000,34.31
INDEPDTR,Population connected to independent treatment,Latvia,2005,35.46
INDEPDTR,Population connected to independent treatment,Latvia,2010,34.78
INDEPDTR,Population connected to independent treatment,Latvia,2011,28.59
INDEPDTR,Population connected to independent treatment,Latvia,2012,27.42
INDEPDTR,Population connected to independent treatment,Latvia,2013,26.66
INDEPDTR,Population connected to independent treatment,Latvia,2014,26.88
INDEPDTR,Population connected to independent treatment,Latvia,2015,25.19
INDEPDTR,Population connected to independent treatment,Latvia,2016,24.99
INDEPDTR,Population connected to independent treatment,Latvia,2017,22.25
INDEPDTR,Population connected to independent treatment,Latvia,2018,24.22
INDEPDTR,Population connected to independent treatment,Latvia,2019,19.09
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Latvia,2000,100
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Latvia,2005,100
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Latvia,2010,100
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Latvia,2011,100
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Latvia,2012,100
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Latvia,2013,100
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Latvia,2014,100
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Latvia,2015,100
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Latvia,2016,100
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Latvia,2017,100
TOTTR,Total treatment ( = PUBTOTTR + INDEPDTR),Latvia,2018,100
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Latvia,2000,100
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Latvia,2005,100
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Latvia,2010,100
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Latvia,2011,100
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Latvia,2012,100
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Latvia,2013,100
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Latvia,2014,100
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Latvia,2015,100
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Latvia,2016,100
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Latvia,2017,100
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Latvia,2018,100
TOTPUBSEW,Total public sewerage (% of resident population connected to urban wastewater collecting system = PUBTOTTR + PUBNOTR),Latvia,2019,100
PUBNOTR,Connected to a wastewater treatment plant without treatment,Latvia,2000,34.31
PUBNOTR,Connected to a wastewater treatment plant without treatment,Latvia,2005,35.46
PUBNOTR,Connected to a wastewater treatment plant without treatment,Latvia,2010,34.78
